,idListaCobro,idEmisora,TipoEnvio,BancoSimplificado,idCredito,consecutivoCobro,idBanco,montoExigible,montoCobrar,montoCobrado,fechaCobroBanco,idRespuestaBanco,CobroExitoso
2112233,162048,6,TRADICIONAL,BBVA,696289,44219756,12,234.13,234.13,0.0,,4.0,False
2112236,162048,6,TRADICIONAL,BBVA,696337,44219759,12,391.82,391.82,0.0,,4.0,False
2112239,162048,6,TRADICIONAL,BBVA,696375,44219762,12,310.6,310.6,0.0,,4.0,False
2112242,162048,6,TRADICIONAL,BBVA,696444,44219765,12,568.51,568.51,0.0,,4.0,False
2112245,162048,6,TRADICIONAL,BBVA,696510,44219768,12,367.41,367.41,0.0,,4.0,False
2112248,162048,6,TRADICIONAL,BBVA,696511,44219771,12,445.57,445.57,0.0,,4.0,False
2112251,162048,6,TRADICIONAL,BBVA,696639,44219774,12,111.1,111.1,0.0,,4.0,False
2112254,162048,6,TRADICIONAL,BBVA,696775,44219777,12,137.5,137.5,0.0,,4.0,False
2112257,162048,6,TRADICIONAL,BBVA,697039,44219780,12,512.06,512.06,0.0,,4.0,False
2112260,162048,6,TRADICIONAL,BBVA,697071,44219783,12,259.29,259.29,0.0,,4.0,False
2112263,162048,6,TRADICIONAL,BBVA,697079,44219786,12,1141.4,1141.4,0.0,,4.0,False
2112266,162048,6,TRADICIONAL,BBVA,697222,44219789,12,480.91,480.91,0.0,,4.0,False
2112269,162048,6,TRADICIONAL,BBVA,697297,44219792,12,204.22,204.22,0.0,,4.0,False
2112272,162048,6,TRADICIONAL,BBVA,697309,44219795,12,496.95,496.95,0.0,,4.0,False
2112275,162048,6,TRADICIONAL,BBVA,697388,44219798,12,422.0,422.0,0.0,,4.0,False
2112278,162048,6,TRADICIONAL,BBVA,697469,44219801,12,432.91,432.91,0.0,,4.0,False
2112281,162048,6,TRADICIONAL,BBVA,697568,44219804,12,333.64,333.64,0.0,,4.0,False
2112284,162048,6,TRADICIONAL,BBVA,697582,44219807,12,151.02,151.02,0.0,,4.0,False
2112287,162048,6,TRADICIONAL,BBVA,697733,44219810,12,503.45,503.45,0.0,,4.0,False
2112290,162048,6,TRADICIONAL,BBVA,697807,44219813,12,422.85,422.85,0.0,,4.0,False
2112293,162048,6,TRADICIONAL,BBVA,697833,44219816,12,327.47,327.47,0.0,,4.0,False
2112296,162048,6,TRADICIONAL,BBVA,697903,44219819,12,578.18,578.18,0.0,,4.0,False
2112299,162048,6,TRADICIONAL,BBVA,698029,44219822,12,419.69,419.69,0.0,,4.0,False
2112302,162048,6,TRADICIONAL,BBVA,698032,44219825,12,528.41,528.41,0.0,,4.0,False
2112305,162048,6,TRADICIONAL,BBVA,698225,44219828,12,292.78,292.78,0.0,,4.0,False
2112308,162048,6,TRADICIONAL,BBVA,698397,44219831,12,654.99,654.99,0.0,,4.0,False
2112311,162048,6,TRADICIONAL,BBVA,698474,44219834,12,65.55,65.55,0.0,,4.0,False
2112314,162048,6,TRADICIONAL,BBVA,698571,44219837,12,144.62,144.62,0.0,,4.0,False
2112317,162048,6,TRADICIONAL,BBVA,698603,44219840,12,585.33,585.33,0.0,,4.0,False
2112320,162048,6,TRADICIONAL,BBVA,698690,44219843,12,302.11,302.11,0.0,,4.0,False
2112323,162048,6,TRADICIONAL,BBVA,699098,44219846,12,157.14,157.14,0.0,,4.0,False
2112326,162048,6,TRADICIONAL,BBVA,699151,44219849,12,991.82,991.82,0.0,,4.0,False
2112329,162048,6,TRADICIONAL,BBVA,699225,44219852,12,104.6,104.6,0.0,,4.0,False
2112332,162048,6,TRADICIONAL,BBVA,699382,44219855,12,338.91,338.91,0.0,,4.0,False
2112335,162048,6,TRADICIONAL,BBVA,699410,44219858,12,861.52,861.52,0.0,,4.0,False
2112338,162048,6,TRADICIONAL,BBVA,699570,44219861,12,189.65,189.65,0.0,,4.0,False
2112341,162048,6,TRADICIONAL,BBVA,699647,44219864,12,397.21,397.21,0.0,,4.0,False
2112344,162048,6,TRADICIONAL,BBVA,699957,44219867,12,716.45,716.45,0.0,,4.0,False
2112347,162048,6,TRADICIONAL,BBVA,699986,44219870,12,368.18,368.18,0.0,,4.0,False
2112348,162048,6,TRADICIONAL,BBVA,700241,44219871,12,1276.82,1276.82,0.0,,4.0,False
2112351,162048,6,TRADICIONAL,BBVA,700432,44219874,12,298.52,298.52,0.0,,4.0,False
2112354,162048,6,TRADICIONAL,BBVA,700440,44219877,12,331.94,331.94,0.0,,4.0,False
2112357,162048,6,TRADICIONAL,BBVA,700527,44219880,12,465.34,465.34,0.0,,4.0,False
2112358,162048,6,TRADICIONAL,BBVA,700755,44219881,12,411.87,411.87,0.0,,4.0,False
2112361,162048,6,TRADICIONAL,BBVA,700763,44219884,12,438.97,438.97,0.0,,4.0,False
2112364,162048,6,TRADICIONAL,BBVA,700817,44219887,12,351.81,351.81,0.0,,4.0,False
2112367,162048,6,TRADICIONAL,BBVA,700913,44219890,12,511.01,511.01,0.0,,4.0,False
2112370,162048,6,TRADICIONAL,BBVA,700942,44219893,12,724.68,724.68,0.0,,4.0,False
2112373,162048,6,TRADICIONAL,BBVA,700948,44219896,12,664.35,664.35,0.0,,4.0,False
2112376,162048,6,TRADICIONAL,BBVA,701031,44219899,12,283.47,283.47,0.0,,4.0,False
2112379,162048,6,TRADICIONAL,BBVA,701115,44219902,12,336.57,336.57,0.0,,4.0,False
2112382,162048,6,TRADICIONAL,BBVA,701277,44219905,12,409.15,409.15,0.0,,4.0,False
2112385,162048,6,TRADICIONAL,BBVA,701859,44219908,12,412.51,412.51,0.0,,4.0,False
2112387,162048,6,TRADICIONAL,BBVA,701882,44219910,12,309.05,309.05,0.0,,4.0,False
2112390,162048,6,TRADICIONAL,BBVA,701938,44219913,12,919.12,919.12,0.0,,4.0,False
2112393,162048,6,TRADICIONAL,BBVA,702098,44219916,12,245.6,245.6,0.0,,4.0,False
2112396,162048,6,TRADICIONAL,BBVA,702158,44219919,12,430.51,430.51,0.0,,4.0,False
2112399,162048,6,TRADICIONAL,BBVA,702176,44219922,12,784.64,784.64,0.0,,4.0,False
2112402,162048,6,TRADICIONAL,BBVA,702189,44219925,12,192.28,192.28,0.0,,4.0,False
2112405,162048,6,TRADICIONAL,BBVA,702220,44219928,12,209.55,209.55,0.0,,4.0,False
2112408,162048,6,TRADICIONAL,BBVA,702282,44219931,12,106.52,106.52,0.0,,4.0,False
2112411,162048,6,TRADICIONAL,BBVA,702584,44219934,12,234.13,234.13,0.0,,4.0,False
2112414,162048,6,TRADICIONAL,BBVA,702600,44219937,12,319.59,319.59,0.0,,4.0,False
2112415,162048,6,TRADICIONAL,BBVA,702660,44219938,12,366.85,366.85,0.0,,4.0,False
2112418,162048,6,TRADICIONAL,BBVA,703129,44219941,12,256.38,256.38,0.0,,4.0,False
2112421,162048,6,TRADICIONAL,BBVA,703155,44219944,12,305.79,305.79,0.0,,4.0,False
2112424,162048,6,TRADICIONAL,BBVA,703165,44219947,12,201.35,201.35,0.0,,4.0,False
2112427,162048,6,TRADICIONAL,BBVA,703409,44219950,12,371.69,371.69,0.0,,4.0,False
2112430,162048,6,TRADICIONAL,BBVA,703423,44219953,12,398.41,398.41,0.0,,4.0,False
2112433,162048,6,TRADICIONAL,BBVA,703441,44219956,12,193.16,193.16,0.0,,4.0,False
2112436,162048,6,TRADICIONAL,BBVA,703776,44219959,12,261.9,261.9,0.0,,4.0,False
2112439,162048,6,TRADICIONAL,BBVA,703873,44219962,12,530.19,530.19,0.0,,4.0,False
2112442,162048,6,TRADICIONAL,BBVA,703905,44219965,12,193.34,193.34,0.0,,4.0,False
2112445,162048,6,TRADICIONAL,BBVA,704024,44219968,12,193.16,193.16,0.0,,4.0,False
2112448,162048,6,TRADICIONAL,BBVA,704103,44219971,12,173.02,173.02,0.0,,4.0,False
2112451,162048,6,TRADICIONAL,BBVA,704375,44219974,12,678.11,678.11,0.0,,4.0,False
2112454,162048,6,TRADICIONAL,BBVA,704412,44219977,12,428.46,428.46,0.0,,4.0,False
2112457,162048,6,TRADICIONAL,BBVA,704516,44219980,12,565.78,565.78,0.0,,4.0,False
2112460,162048,6,TRADICIONAL,BBVA,704622,44219983,12,585.33,585.33,0.0,,4.0,False
2112463,162048,6,TRADICIONAL,BBVA,704859,44219986,12,263.38,263.38,0.0,,4.0,False
2112466,162048,6,TRADICIONAL,BBVA,704936,44219989,12,120.0,120.0,0.0,,4.0,False
2112469,162048,6,TRADICIONAL,BBVA,705040,44219992,12,504.04,504.04,0.0,,4.0,False
2112472,162048,6,TRADICIONAL,BBVA,705128,44219995,12,351.2,351.2,0.0,,4.0,False
2112475,162048,6,TRADICIONAL,BBVA,705150,44219998,12,1261.39,1261.39,0.0,,4.0,False
2112478,162048,6,TRADICIONAL,BBVA,705182,44220001,12,211.05,211.05,0.0,,4.0,False
2112481,162048,6,TRADICIONAL,BBVA,705198,44220004,12,537.4,537.4,0.0,,4.0,False
2112483,162048,6,TRADICIONAL,BBVA,705208,44220006,12,136.97,136.97,0.0,,4.0,False
2112486,162048,6,TRADICIONAL,BBVA,705294,44220009,12,306.71,306.71,0.0,,4.0,False
2112489,162048,6,TRADICIONAL,BBVA,705339,44220012,12,492.27,492.27,0.0,,4.0,False
2112492,162048,6,TRADICIONAL,BBVA,705406,44220015,12,332.91,332.91,0.0,,4.0,False
2112495,162048,6,TRADICIONAL,BBVA,705475,44220018,12,263.4,263.4,0.0,,4.0,False
2112498,162048,6,TRADICIONAL,BBVA,705508,44220021,12,194.79,194.79,0.0,,4.0,False
2112501,162048,6,TRADICIONAL,BBVA,705579,44220024,12,415.59,415.59,0.0,,4.0,False
2112504,162048,6,TRADICIONAL,BBVA,705745,44220027,12,440.0,440.0,0.0,,4.0,False
2112507,162048,6,TRADICIONAL,BBVA,705805,44220030,12,172.81,172.81,172.81,15/05/2025,0.0,True
2112509,162048,6,TRADICIONAL,BBVA,705914,44220032,12,389.13,389.13,0.0,,4.0,False
2112512,162048,6,TRADICIONAL,BBVA,705980,44220035,12,244.0,244.0,0.0,,4.0,False
2112515,162048,6,TRADICIONAL,BBVA,706040,44220038,12,1050.0,1050.0,0.0,,4.0,False
2112518,162048,6,TRADICIONAL,BBVA,706279,44220041,12,526.8,526.8,0.0,,4.0,False
2112521,162048,6,TRADICIONAL,BBVA,706288,44220044,12,286.23,286.23,0.0,,4.0,False
2112524,162048,6,TRADICIONAL,BBVA,706301,44220047,12,304.31,304.31,0.0,,4.0,False
2112527,162048,6,TRADICIONAL,BBVA,706310,44220050,12,544.77,544.77,0.0,,4.0,False
2112530,162048,6,TRADICIONAL,BBVA,706443,44220053,12,612.99,612.99,0.0,,4.0,False
2112533,162048,6,TRADICIONAL,BBVA,706518,44220056,12,163.98,163.98,0.0,,4.0,False
2112536,162048,6,TRADICIONAL,BBVA,706520,44220059,12,572.31,572.31,0.0,,4.0,False
2112539,162048,6,TRADICIONAL,BBVA,706535,44220062,12,769.37,769.37,0.0,,4.0,False
2112542,162048,6,TRADICIONAL,BBVA,706625,44220065,12,376.5,376.5,0.0,,4.0,False
2112545,162048,6,TRADICIONAL,BBVA,706709,44220068,12,863.37,863.37,0.0,,4.0,False
2112546,162048,6,TRADICIONAL,BBVA,706743,44220069,12,302.44,302.44,0.0,,4.0,False
2112549,162048,6,TRADICIONAL,BBVA,706944,44220072,12,121.79,121.79,0.0,,4.0,False
2112552,162048,6,TRADICIONAL,BBVA,707013,44220075,12,506.31,506.31,0.0,,4.0,False
2112555,162048,6,TRADICIONAL,BBVA,707153,44220078,12,380.47,380.47,0.0,,4.0,False
2112558,162048,6,TRADICIONAL,BBVA,707240,44220081,12,416.68,416.68,0.0,,4.0,False
2112561,162048,6,TRADICIONAL,BBVA,707350,44220084,12,585.33,585.33,0.0,,4.0,False
2112564,162048,6,TRADICIONAL,BBVA,707380,44220087,12,848.73,848.73,0.0,,4.0,False
2112567,162048,6,TRADICIONAL,BBVA,707402,44220090,12,201.35,201.35,0.0,,4.0,False
2112570,162048,6,TRADICIONAL,BBVA,707453,44220093,12,331.29,331.29,0.0,,4.0,False
2112573,162048,6,TRADICIONAL,BBVA,707506,44220096,12,134.53,134.53,0.0,,4.0,False
2112576,162048,6,TRADICIONAL,BBVA,707555,44220099,12,302.24,302.24,0.0,,4.0,False
2112579,162048,6,TRADICIONAL,BBVA,707587,44220102,12,199.01,199.01,0.0,,4.0,False
2112582,162048,6,TRADICIONAL,BBVA,707628,44220105,12,365.24,365.24,0.0,,4.0,False
2112585,162048,6,TRADICIONAL,BBVA,707775,44220108,12,392.87,392.87,0.0,,4.0,False
2112588,162048,6,TRADICIONAL,BBVA,708072,44220111,12,300.86,300.86,0.0,,4.0,False
2112591,162048,6,TRADICIONAL,BBVA,708305,44220114,12,585.33,585.33,0.0,,4.0,False
2112594,162048,6,TRADICIONAL,BBVA,708354,44220117,12,350.61,350.61,0.0,,4.0,False
2112597,162048,6,TRADICIONAL,BBVA,708399,44220120,12,206.76,206.76,0.0,,4.0,False
2112600,162048,6,TRADICIONAL,BBVA,708504,44220123,12,930.68,930.68,0.0,,4.0,False
2112603,162048,6,TRADICIONAL,BBVA,708582,44220126,12,131.11,131.11,0.0,,4.0,False
2112606,162048,6,TRADICIONAL,BBVA,708588,44220129,12,186.59,186.59,0.0,,4.0,False
2112609,162048,6,TRADICIONAL,BBVA,708605,44220132,12,189.06,189.06,0.0,,4.0,False
2112612,162048,6,TRADICIONAL,BBVA,708803,44220135,12,962.78,962.78,0.0,,4.0,False
2112615,162048,6,TRADICIONAL,BBVA,709110,44220138,12,393.17,393.17,0.0,,4.0,False
2112618,162048,6,TRADICIONAL,BBVA,709376,44220141,12,565.29,565.29,0.0,,4.0,False
2112620,162048,6,TRADICIONAL,BBVA,709390,44220143,12,749.66,749.66,0.0,,4.0,False
2112623,162048,6,TRADICIONAL,BBVA,709414,44220146,12,325.56,325.56,0.0,,4.0,False
2112626,162048,6,TRADICIONAL,BBVA,709504,44220149,12,357.87,357.87,0.0,,4.0,False
2112629,162048,6,TRADICIONAL,BBVA,709541,44220152,12,787.27,787.27,0.0,,4.0,False
2112631,162048,6,TRADICIONAL,BBVA,709948,44220154,12,274.46,274.46,0.0,,4.0,False
2112634,162048,6,TRADICIONAL,BBVA,710008,44220157,12,758.24,758.24,0.0,,4.0,False
2112637,162048,6,TRADICIONAL,BBVA,710280,44220160,12,357.44,357.44,0.0,,4.0,False
2112640,162048,6,TRADICIONAL,BBVA,710369,44220163,12,195.5,195.5,0.0,,4.0,False
2112643,162048,6,TRADICIONAL,BBVA,710381,44220166,12,671.7,671.7,0.0,,4.0,False
2112646,162048,6,TRADICIONAL,BBVA,710405,44220169,12,564.26,564.26,0.0,,4.0,False
2112648,162048,6,TRADICIONAL,BBVA,710606,44220171,12,276.61,276.61,0.0,,4.0,False
2112651,162048,6,TRADICIONAL,BBVA,711071,44220174,12,304.67,304.67,0.0,,4.0,False
2112654,162048,6,TRADICIONAL,BBVA,711115,44220177,12,1799.9,1799.9,0.0,,4.0,False
2112657,162048,6,TRADICIONAL,BBVA,711119,44220180,12,234.13,234.13,0.0,,4.0,False
2112660,162048,6,TRADICIONAL,BBVA,711149,44220183,12,198.43,198.43,0.0,,4.0,False
2112663,162048,6,TRADICIONAL,BBVA,711224,44220186,12,563.68,563.68,0.0,,4.0,False
2112666,162048,6,TRADICIONAL,BBVA,711230,44220189,12,866.29,866.29,0.0,,4.0,False
2112669,162048,6,TRADICIONAL,BBVA,711296,44220192,12,295.01,295.01,0.0,,4.0,False
2112672,162048,6,TRADICIONAL,BBVA,711351,44220195,12,602.89,602.89,0.0,,4.0,False
2112675,162048,6,TRADICIONAL,BBVA,711396,44220198,12,470.36,470.36,0.0,,4.0,False
2112678,162048,6,TRADICIONAL,BBVA,711429,44220201,12,249.99,249.99,0.0,,4.0,False
2112681,162048,6,TRADICIONAL,BBVA,711464,44220204,12,257.54,257.54,0.0,,4.0,False
2112684,162048,6,TRADICIONAL,BBVA,711530,44220207,12,819.47,819.47,0.0,,4.0,False
2112687,162048,6,TRADICIONAL,BBVA,711563,44220210,12,983.36,983.36,0.0,,4.0,False
2112690,162048,6,TRADICIONAL,BBVA,711625,44220213,12,72.45,72.45,0.0,,4.0,False
2112693,162048,6,TRADICIONAL,BBVA,711632,44220216,12,195.12,195.12,0.0,,4.0,False
2112696,162048,6,TRADICIONAL,BBVA,711723,44220219,12,118.35,118.35,0.0,,4.0,False
2112699,162048,6,TRADICIONAL,BBVA,711758,44220222,12,384.56,384.56,0.0,,4.0,False
2112702,162048,6,TRADICIONAL,BBVA,711759,44220225,12,371.52,371.52,0.0,,4.0,False
2112705,162048,6,TRADICIONAL,BBVA,711980,44220228,12,393.34,393.34,0.0,,4.0,False
2112708,162048,6,TRADICIONAL,BBVA,712031,44220231,12,446.85,446.85,0.0,,4.0,False
2112711,162048,6,TRADICIONAL,BBVA,712101,44220234,12,271.6,271.6,0.0,,4.0,False
2112714,162048,6,TRADICIONAL,BBVA,712225,44220237,12,552.55,552.55,0.0,,4.0,False
2112716,162048,6,TRADICIONAL,BBVA,712283,44220239,12,517.28,517.28,0.0,,4.0,False
2112717,162048,6,TRADICIONAL,BBVA,712285,44220240,12,113.54,113.54,0.0,,4.0,False
2112720,162048,6,TRADICIONAL,BBVA,712330,44220243,12,374.07,374.07,0.0,,4.0,False
2112722,162048,6,TRADICIONAL,BBVA,712430,44220245,12,126.2,126.2,0.0,,4.0,False
2112725,162048,6,TRADICIONAL,BBVA,712463,44220248,12,234.83,234.83,0.0,,4.0,False
2112728,162048,6,TRADICIONAL,BBVA,712535,44220251,12,216.08,216.08,0.0,,4.0,False
2112731,162048,6,TRADICIONAL,BBVA,712537,44220254,12,206.04,206.04,0.0,,4.0,False
2112734,162048,6,TRADICIONAL,BBVA,712590,44220257,12,413.94,413.94,0.0,,4.0,False
2112737,162048,6,TRADICIONAL,BBVA,712594,44220260,12,635.73,635.73,0.0,,4.0,False
2112740,162048,6,TRADICIONAL,BBVA,712609,44220263,12,495.25,495.25,0.0,,4.0,False
2112743,162048,6,TRADICIONAL,BBVA,713000,44220266,12,2341.33,2341.33,0.0,,4.0,False
2112746,162048,6,TRADICIONAL,BBVA,713065,44220269,12,376.49,376.49,0.0,,4.0,False
2112749,162048,6,TRADICIONAL,BBVA,713220,44220272,12,1401.11,1401.11,0.0,,4.0,False
2112752,162048,6,TRADICIONAL,BBVA,713378,44220275,12,84.82,84.82,0.0,,4.0,False
2112755,162048,6,TRADICIONAL,BBVA,713535,44220278,12,411.43,411.43,0.0,,4.0,False
2112758,162048,6,TRADICIONAL,BBVA,713553,44220281,12,48.82,48.82,0.0,,4.0,False
2112761,162048,6,TRADICIONAL,BBVA,713595,44220284,12,224.77,224.77,0.0,,4.0,False
2112764,162048,6,TRADICIONAL,BBVA,713606,44220287,12,382.7,382.7,0.0,,4.0,False
2112767,162048,6,TRADICIONAL,BBVA,713641,44220290,12,951.46,951.46,0.0,,4.0,False
2112770,162048,6,TRADICIONAL,BBVA,713644,44220293,12,644.75,644.75,0.0,,4.0,False
2112773,162048,6,TRADICIONAL,BBVA,713777,44220296,12,1199.93,1199.93,0.0,,4.0,False
2112776,162048,6,TRADICIONAL,BBVA,714176,44220299,12,263.4,263.4,0.0,,4.0,False
2112777,162048,6,TRADICIONAL,BBVA,714186,44220300,12,477.05,477.05,0.0,,4.0,False
2112780,162048,6,TRADICIONAL,BBVA,714240,44220303,12,162.21,162.21,0.0,,4.0,False
2112783,162048,6,TRADICIONAL,BBVA,714271,44220306,12,154.53,154.53,0.0,,4.0,False
2112786,162048,6,TRADICIONAL,BBVA,714535,44220309,12,654.78,654.78,0.0,,4.0,False
2112789,162048,6,TRADICIONAL,BBVA,714771,44220312,12,436.52,436.52,0.0,,4.0,False
2112792,162048,6,TRADICIONAL,BBVA,714805,44220315,12,74.09,74.09,0.0,,4.0,False
2112795,162048,6,TRADICIONAL,BBVA,714874,44220318,12,439.0,439.0,0.0,,4.0,False
2112798,162048,6,TRADICIONAL,BBVA,714974,44220321,12,113.55,113.55,0.0,,4.0,False
2112801,162048,6,TRADICIONAL,BBVA,715053,44220324,12,432.57,432.57,0.0,,4.0,False
2112804,162048,6,TRADICIONAL,BBVA,715376,44220327,12,285.82,285.82,0.0,,4.0,False
2112807,162048,6,TRADICIONAL,BBVA,715384,44220330,12,113.89,113.89,0.0,,4.0,False
2112810,162048,6,TRADICIONAL,BBVA,715483,44220333,12,172.09,172.09,0.0,,4.0,False
2112813,162048,6,TRADICIONAL,BBVA,715559,44220336,12,222.31,222.31,0.0,,4.0,False
2112816,162048,6,TRADICIONAL,BBVA,715581,44220339,12,188.01,188.01,0.0,,4.0,False
2112819,162048,6,TRADICIONAL,BBVA,715823,44220342,12,526.8,526.8,0.0,,4.0,False
2112821,162048,6,TRADICIONAL,BBVA,715992,44220344,12,166.47,166.47,0.0,,4.0,False
2112824,162048,6,TRADICIONAL,BBVA,716118,44220347,12,1381.24,1381.24,0.0,,4.0,False
2112827,162048,6,TRADICIONAL,BBVA,716339,44220350,12,117.0,117.0,0.0,,4.0,False
2112830,162048,6,TRADICIONAL,BBVA,716340,44220353,12,447.95,447.95,447.95,15/05/2025,0.0,True
2112833,162048,6,TRADICIONAL,BBVA,716485,44220356,12,262.98,262.98,0.0,,4.0,False
2112836,162048,6,TRADICIONAL,BBVA,716726,44220359,12,214.23,214.23,0.0,,4.0,False
2112839,162048,6,TRADICIONAL,BBVA,716762,44220362,12,138.57,138.57,0.0,,4.0,False
2112842,162048,6,TRADICIONAL,BBVA,717009,44220365,12,242.33,242.33,0.0,,4.0,False
2112845,162048,6,TRADICIONAL,BBVA,717346,44220368,12,595.25,595.25,0.0,,4.0,False
2112848,162048,6,TRADICIONAL,BBVA,717389,44220371,12,526.8,526.8,0.0,,4.0,False
2112851,162048,6,TRADICIONAL,BBVA,717555,44220374,12,458.32,458.32,0.0,,4.0,False
2112854,162048,6,TRADICIONAL,BBVA,717641,44220377,12,154.29,154.29,0.0,,4.0,False
2112857,162048,6,TRADICIONAL,BBVA,717824,44220380,12,327.39,327.39,0.0,,4.0,False
2112860,162048,6,TRADICIONAL,BBVA,717922,44220383,12,145.78,145.78,0.0,,4.0,False
2112863,162048,6,TRADICIONAL,BBVA,717940,44220386,12,560.08,560.08,0.0,,4.0,False
2112866,162048,6,TRADICIONAL,BBVA,718000,44220389,12,128.77,128.77,0.0,,4.0,False
2112869,162048,6,TRADICIONAL,BBVA,718080,44220392,12,438.97,438.97,0.0,,4.0,False
2112872,162048,6,TRADICIONAL,BBVA,718241,44220395,12,199.01,199.01,0.0,,4.0,False
2112875,162048,6,TRADICIONAL,BBVA,718332,44220398,12,513.48,513.48,0.0,,4.0,False
2112878,162048,6,TRADICIONAL,BBVA,718401,44220401,12,203.2,203.2,0.0,,4.0,False
2112881,162048,6,TRADICIONAL,BBVA,718412,44220404,12,593.71,593.71,0.0,,4.0,False
2112884,162048,6,TRADICIONAL,BBVA,718609,44220407,12,397.8,397.8,0.0,,4.0,False
2112887,162048,6,TRADICIONAL,BBVA,718656,44220410,12,1009.7,1009.7,0.0,,4.0,False
2112890,162048,6,TRADICIONAL,BBVA,718769,44220413,12,426.43,426.43,0.0,,4.0,False
2112893,162048,6,TRADICIONAL,BBVA,718892,44220416,12,907.72,907.72,0.0,,4.0,False
2112896,162048,6,TRADICIONAL,BBVA,719069,44220419,12,156.27,156.27,0.0,,4.0,False
2112899,162048,6,TRADICIONAL,BBVA,719135,44220422,12,738.52,738.52,0.0,,4.0,False
2112902,162048,6,TRADICIONAL,BBVA,719213,44220425,12,523.29,523.29,0.0,,4.0,False
2112905,162048,6,TRADICIONAL,BBVA,719458,44220428,12,658.5,658.5,0.0,,4.0,False
2112908,162048,6,TRADICIONAL,BBVA,719466,44220431,12,121.16,121.16,0.0,,4.0,False
2112911,162048,6,TRADICIONAL,BBVA,719628,44220434,12,814.52,814.52,0.0,,4.0,False
2112914,162048,6,TRADICIONAL,BBVA,720460,44220437,12,194.04,194.04,0.0,,4.0,False
2112917,162048,6,TRADICIONAL,BBVA,720644,44220440,12,172.2,172.2,0.0,,4.0,False
2112920,162048,6,TRADICIONAL,BBVA,720712,44220443,12,671.48,671.48,0.0,,4.0,False
2112923,162048,6,TRADICIONAL,BBVA,720740,44220446,12,266.91,266.91,0.0,,4.0,False
2112926,162048,6,TRADICIONAL,BBVA,720744,44220449,12,346.94,346.94,0.0,,4.0,False
2112929,162048,6,TRADICIONAL,BBVA,721278,44220452,12,978.09,978.09,0.0,,4.0,False
2112932,162048,6,TRADICIONAL,BBVA,721329,44220455,12,62.91,62.91,0.0,,4.0,False
2112935,162048,6,TRADICIONAL,BBVA,721463,44220458,12,290.42,290.42,0.0,,4.0,False
2112938,162048,6,TRADICIONAL,BBVA,721562,44220461,12,201.94,201.94,0.0,,4.0,False
2112941,162048,6,TRADICIONAL,BBVA,721587,44220464,12,498.12,498.12,498.12,15/05/2025,0.0,True
2112944,162048,6,TRADICIONAL,BBVA,721704,44220467,12,125.96,125.96,0.0,,4.0,False
2112947,162048,6,TRADICIONAL,BBVA,721822,44220470,12,294.32,294.32,0.0,,4.0,False
2112950,162048,6,TRADICIONAL,BBVA,722027,44220473,12,372.39,372.39,0.0,,4.0,False
2112953,162048,6,TRADICIONAL,BBVA,722043,44220476,12,199.01,199.01,0.0,,4.0,False
2112956,162048,6,TRADICIONAL,BBVA,722462,44220479,12,985.7,985.7,0.0,,4.0,False
2112959,162048,6,TRADICIONAL,BBVA,722576,44220482,12,217.74,217.74,0.0,,4.0,False
2112962,162048,6,TRADICIONAL,BBVA,722629,44220485,12,330.0,330.0,0.0,,4.0,False
2112965,162048,6,TRADICIONAL,BBVA,722677,44220488,12,982.17,982.17,0.0,,4.0,False
2112968,162048,6,TRADICIONAL,BBVA,722738,44220491,12,422.32,422.32,0.0,,4.0,False
2112971,162048,6,TRADICIONAL,BBVA,722756,44220494,12,295.94,295.94,0.0,,4.0,False
2112974,162048,6,TRADICIONAL,BBVA,722965,44220497,12,175.6,175.6,0.0,,4.0,False
2112977,162048,6,TRADICIONAL,BBVA,723000,44220500,12,1283.63,1283.63,0.0,,4.0,False
2112978,162048,6,TRADICIONAL,BBVA,723043,44220501,12,347.81,347.81,0.0,,4.0,False
2112981,162048,6,TRADICIONAL,BBVA,723062,44220504,12,195.99,195.99,0.0,,4.0,False
2112984,162048,6,TRADICIONAL,BBVA,723180,44220507,12,263.4,263.4,0.0,,4.0,False
2112987,162048,6,TRADICIONAL,BBVA,723216,44220510,12,535.81,535.81,0.0,,4.0,False
2112990,162048,6,TRADICIONAL,BBVA,723469,44220513,12,269.14,269.14,0.0,,4.0,False
2112993,162048,6,TRADICIONAL,BBVA,723541,44220516,12,258.17,258.17,0.0,,4.0,False
2112996,162048,6,TRADICIONAL,BBVA,723771,44220519,12,381.54,381.54,0.0,,4.0,False
2112999,162048,6,TRADICIONAL,BBVA,723889,44220522,12,251.69,251.69,0.0,,4.0,False
2113002,162048,6,TRADICIONAL,BBVA,723968,44220525,12,284.48,284.48,0.0,,4.0,False
2113005,162048,6,TRADICIONAL,BBVA,724170,44220528,12,173.6,173.6,0.0,,4.0,False
2113008,162048,6,TRADICIONAL,BBVA,724179,44220531,12,306.95,306.95,306.95,15/05/2025,0.0,True
2113011,162048,6,TRADICIONAL,BBVA,724296,44220534,12,223.63,223.63,0.0,,4.0,False
2113014,162048,6,TRADICIONAL,BBVA,724749,44220537,12,509.23,509.23,0.0,,4.0,False
2113017,162048,6,TRADICIONAL,BBVA,724757,44220540,12,230.39,230.39,0.0,,4.0,False
2113020,162048,6,TRADICIONAL,BBVA,725273,44220543,12,270.42,270.42,0.0,,4.0,False
